Employee No,Employee Name,Gender,Leaving Reason,Previous Employer,Latest  Available Rating,Profit Center,Employee Location,People Group,Employee Category,Supervisor name,Month of termination,Tenure_till_18,Tenure_till_18_in_months,Tenure_till_18_in_years,Age_16_18,Current Status16_18,Is promoted,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Utilization Status,Utilization%-Mean
683,Ileane Marcela,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Chris Ricky,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3640.0,3069.09,2475.92,448.0,122.91,8.0,1153.59,79.51067347440886,Efficient,79.51067347440886
684,Herminia Barby,M,Further Studies,sylible,3.0,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Gisella Nickie,10,0.8323237301245063,9.987884761494076,1.0,24.0,Resigned,No,1760.0,1519.0,951.0,200.0,41.0,0.0,576.0,61.85800358247843,Above Avg,61.85800358247843
685,Ailey Paloma,M,Further Studies,sylible,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Rosalynd Catina,3,1.6646474602490127,19.975769522988152,2.0,24.0,Resigned,No,3520.0,3264.0,3264.0,192.0,64.0,0.0,41.0,100.0,Efficient,100.0
686,Wilhelmine Sibilla,M,Further Studies,sylible,3.0,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Kathye Edna,4,0.7474486129078626,8.969383354894351,1.0,23.0,Resigned,No,1600.0,1409.0,1092.0,168.0,23.0,0.0,337.0,82.16704288939052,Efficient,82.16704288939052
687,Cinderella Idette,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Lian Harley,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3600.0,3298.0,2286.0,280.0,22.0,0.0,1364.0,70.53313742981581,Above Avg,70.53313742981581
688,Ella Liana,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3600.0,3352.0,2156.0,232.0,16.0,0.0,1388.0,63.10236686390532,Above Avg,63.10236686390532
689,Appolonia Phebe,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Gavra Kayle,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3600.0,3248.0,2826.0,336.0,16.0,0.0,502.0,87.1228448275862,Efficient,87.1228448275862
690,Justinn Angil,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Ezmeralda Nisse,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3600.0,3143.0,2131.0,408.0,49.0,0.0,1095.0,60.8088314909369,Above Avg,60.8088314909369
691,Fernande Lettie,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Lane Ailina,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3600.0,3215.0,3060.0,288.0,97.0,0.0,200.0,93.7684454354801,Efficient,93.7684454354801
692,Carma Corrinne,M,Job Related,sylible,Unknown,PC - 5,Location 1,Client Service Staff,Serving Notice Period,Guenevere Florida,9,0.16701232742629896,2.0041479291155877,0.0,22.0,Resigned,No,432.0,260.0,116.0,96.0,76.0,0.0,184.0,44.61538461538462,Below Avg,44.61538461538462
693,Brigit Aeriel,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Misti Helena,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3600.0,2928.0,2923.0,624.0,48.0,0.0,27.0,99.7389063699224,Efficient,99.7389063699224
694,Corella Sydney,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Cortney Wanids,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3600.0,3018.5,2891.5,488.0,93.5,0.0,400.5,94.34999639256591,Efficient,94.34999639256591
695,Kelsey Merola,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ophelie Jyoti,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3600.0,3115.0,3197.0,376.0,109.0,0.0,138.5,102.4299126513363,Over Utilization,102.4299126513363
696,Anne-Corinne Rennie,M,Further Studies,sylible,3.0,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Guenevere Florida,7,0.9993360575508052,11.992032690609662,1.0,24.0,Resigned,No,2136.0,1900.0,1887.0,152.0,84.0,0.0,77.0,98.80030959752321,Efficient,98.80030959752321
697,Debera Fran,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Zaneta Arlette,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3560.0,2954.25,2753.0,480.0,125.75,0.0,402.5,93.14495154624484,Efficient,93.14495154624484
698,Ag Koo,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3560.0,2943.5,2684.0,464.0,152.5,0.0,572.0,90.16807037244993,Efficient,90.16807037244993
699,Torey Anestassia,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Josey Rorie,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3560.0,3024.5,2698.0,424.0,111.5,0.0,857.5,82.43762754980321,Efficient,82.43762754980321
700,Yolanthe Laurella,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Marina Garnette,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3560.0,3138.0,1283.0,336.0,86.0,0.0,2551.0,35.71287519747236,Below Avg,35.71287519747236
701,Gilberta Marianna,M,Further Studies,sylible,Unknown,PC - 3,Location 4,Client Service Staff,Serving Notice Period,Genvieve Celeste,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3560.0,2880.0,2347.0,496.0,184.0,96.0,793.0,81.43807646769741,Efficient,81.43807646769741
702,Kally Thia,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 2,Client Service Staff,Confirmed Staff,Vonni Bethena,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3560.0,3143.5,2933.0,312.0,104.5,0.0,462.5,92.50618822729757,Efficient,92.50618822729757
703,Gunilla Lilli,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,No,3520.0,3239.5,2640.0,256.0,24.5,270.0,504.0,81.88008745818077,Efficient,81.88008745818077
704,Glen Emelia,F,Job Related,sylible,Unknown,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Kristina Alleen,12,0.41889977206924167,5.0267972648309005,0.0,23.0,Resigned,No,864.0,723.0,728.0,96.0,45.0,0.0,161.5,100.69156293222683,Over Utilization,100.69156293222683
705,Jenelle Willy,M,Personal,viloo,3.0,PC - 1,Location 8,Client Service Staff,Awaiting Termination,Blondy Tatiania,8,1.084211174767449,13.010534097209387,1.0,25.0,Resigned,No,2296.0,2036.5,1228.0,176.0,83.5,0.0,892.0,61.51668831302699,Above Avg,61.51668831302699
706,Blithe Ebba,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,Unknown,1.6646474602490127,19.975769522988152,2.0,0.0,Active,Yes,3520.0,3064.0,2608.0,424.0,32.0,0.0,568.0,85.45403587443946,Efficient,85.45403587443946
707,Ilsa Marigold,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Ardys Katerine,Unknown,1.579772343032369,18.957268116388427,2.0,0.0,Active,No,3480.0,2955.85,754.0,352.0,172.15,0.0,2247.85,25.072912054613052,Below Avg,25.072912054613052
708,Camille Kiersten,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Imelda Madalena,Unknown,1.579772343032369,18.957268116388427,2.0,0.0,Active,No,3480.0,3001.5,3266.5,376.0,102.5,4.0,284.0,107.35798735798735,Over Utilization,107.35798735798735
709,Jacinthe Vally,M,Job Related,oyofix,Unknown,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Ardys Katerine,10,0.16701232742629896,2.0041479291155877,0.0,29.0,Resigned,No,480.0,392.0,190.0,40.0,48.0,0.0,242.0,48.46938775510204,Below Avg,48.46938775510204
710,Loella Constancia,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 6,Client Service Staff,Confirmed Staff,Claudia Meaghan,Unknown,1.579772343032369,18.957268116388427,2.0,0.0,Active,No,3360.0,2536.0,1842.0,779.0,45.0,0.0,703.0,62.66847248478692,Above Avg,62.66847248478692
711,Darla Dre,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Orelee Hanna,Unknown,1.579772343032369,18.957268116388427,2.0,0.0,Active,No,3360.0,2960.5,2960.5,320.0,79.5,0.0,168.0,97.44541561553535,Efficient,97.44541561553535
712,Florencia Jacquenette,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Kathye Edna,Unknown,1.579772343032369,18.957268116388427,2.0,0.0,Active,Yes,3320.0,2879.0,1736.0,404.0,37.0,0.0,1159.0,55.211758844045846,Above Avg,55.211758844045846
713,Camala Christan,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Lian Harley,Unknown,1.4976351328227138,17.971621593872566,1.0,0.0,Active,Yes,3280.0,2856.5,3194.0,408.0,15.5,0.0,464.5,115.72535399412236,Over Utilization,115.72535399412236
714,Robinia Adoree,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Orelee Hanna,Unknown,1.4976351328227138,17.971621593872566,1.0,0.0,Active,No,3272.0,2780.0,2790.5,416.0,76.0,0.0,108.0,98.53788932259559,Efficient,98.53788932259559
715,Lynn Patti,M,Personal,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Orsa Margeaux,11,1.1663483849771044,13.996180619725251,1.0,26.0,Resigned,No,2552.0,2520.0,2376.0,16.0,16.0,0.0,184.0,93.59026369168356,Efficient,93.59026369168356
716,Josi Ula,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,Unknown,1.4976351328227138,17.971621593872566,1.0,0.0,Active,No,3200.0,2750.0,1674.5,276.0,174.0,840.0,304.0,62.2156886913523,Above Avg,62.2156886913523
717,Myranda Pamela,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Trudey Lissi,Unknown,1.4976351328227138,17.971621593872566,1.0,0.0,Active,Yes,3200.0,2750.25,791.0,424.0,25.75,0.0,1967.25,44.25793817317108,Below Avg,44.25793817317108
718,Ferdinande Halli,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,Unknown,1.4976351328227138,17.971621593872566,1.0,0.0,Active,No,3160.0,2819.5,2851.5,280.0,60.5,0.0,0.0,101.74767886400875,Over Utilization,101.74767886400875
719,Rhona Pietra,M,Counseled Out,Zeal Wheels,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Tiena Hatti,2,1.41276001560607,16.95312018727284,1.0,28.0,Resigned,No,2880.0,2447.0,1748.0,348.0,85.0,0.0,718.0,72.9857473633681,Above Avg,72.9857473633681
720,Gayle Tania,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,Unknown,1.4976351328227138,17.971621593872566,1.0,0.0,Active,Yes,3160.0,2765.0,2160.0,288.0,107.0,0.0,1093.0,75.86246524672455,Efficient,75.86246524672455
721,Halie Crissy,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,Unknown,1.41276001560607,16.95312018727284,1.0,0.0,Active,Yes,3040.0,2728.0,2120.0,288.0,24.0,0.0,704.0,75.7452258965999,Efficient,75.7452258965999
722,Alta Adaline,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,Unknown,1.41276001560607,16.95312018727284,1.0,0.0,Active,No,3040.0,2710.0,2338.0,240.0,90.0,0.0,609.0,88.54331400456863,Efficient,88.54331400456863
723,Missie Clemence,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Lee Alfie,Unknown,1.41276001560607,16.95312018727284,1.0,0.0,Active,Yes,3000.0,2589.0,2341.0,256.0,155.0,40.0,331.0,92.96261871387988,Efficient,92.96261871387988
724,Roxanne Sarette,M,Absconding,Inspire Fitness Co,Unknown,PC - 6,Location 3,Client Service Staff,Awaiting Termination,Stacey Cassey,5,0.5804362854815637,6.965235425778764,1.0,28.0,Resigned,No,1248.0,960.0,784.0,272.0,16.0,0.0,456.0,148.21428571428572,Over Utilization,148.21428571428572
725,Mellisent Mabelle,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Em Cacilie,Unknown,1.3306228053964146,15.967473664756977,1.0,0.0,Active,No,2920.0,2606.75,1989.75,264.0,49.25,0.0,617.0,59.88947642139502,Above Avg,59.88947642139502
726,Doti Enrichetta,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Josey Rorie,Unknown,1.3306228053964146,15.967473664756977,1.0,0.0,Active,Yes,2840.0,2752.0,2636.0,56.0,32.0,0.0,116.0,93.02742039437723,Efficient,93.02742039437723
727,Helyn Casie,M,Career Growth,Obelus Concepts,Unknown,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Hedi Elna,12,1.084211174767449,13.010534097209387,1.0,30.0,Resigned,No,2128.0,1842.0,1073.0,112.0,174.0,0.0,911.0,80.134428678118,Efficient,80.134428678118
728,Sibelle Karel,M,Career Growth,suril,3.0,PC - 5,Location 3,Client Service Staff,Awaiting Termination,Gavra Kayle,5,0.49829907527190836,5.979588903262901,0.0,26.0,Resigned,No,1056.0,904.0,280.0,104.0,48.0,0.0,741.0,47.94520547945205,Below Avg,47.94520547945205
729,Valina Philis,M,Relationship Issues,alboid,3.0,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Vinni Calypso,8,0.41342395805526466,4.9610874966631755,0.0,30.0,Resigned,No,856.0,616.0,291.0,80.0,160.0,0.0,405.0,57.738095238095234,Above Avg,57.738095238095234
730,Mercie Jaquenette,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,Unknown,1.3306228053964146,15.967473664756977,1.0,0.0,Active,No,2800.0,2421.0,2389.0,344.0,35.0,0.0,87.0,96.88064080456084,Efficient,96.88064080456084
731,Maddalena Margarette,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Tommy Muire,Unknown,1.2457476881797709,14.948972258157252,1.0,0.0,Active,Yes,2760.0,2712.0,2692.0,24.0,24.0,0.0,32.0,98.07371965266702,Efficient,98.07371965266702
732,Catlaina Sonni,M,Personal,sylible,3.0,PC - 2,Location 9,Client Service Staff,Awaiting Termination,Imelda Madalena,7,0.5804362854815637,6.965235425778764,1.0,25.0,Resigned,No,1280.0,672.0,501.0,583.0,25.0,0.0,211.0,71.25,Above Avg,71.25
733,Lucille Katrinka,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Ezmeralda Nisse,Unknown,1.2457476881797709,14.948972258157252,1.0,0.0,Active,No,2760.0,2405.0,1972.0,328.0,27.0,0.0,433.0,82.47863247863248,Efficient,82.47863247863248
734,Merrile Libbi,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,Unknown,1.2457476881797709,14.948972258157252,1.0,0.0,Active,Yes,2760.0,2409.0,2361.0,168.0,183.0,0.0,80.0,94.6655295781679,Efficient,94.6655295781679
735,Janella Maureen,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,Unknown,1.2457476881797709,14.948972258157252,1.0,0.0,Active,No,2760.0,2440.5,2241.0,248.0,71.5,0.0,507.5,67.17672339337659,Above Avg,67.17672339337659
736,Sallie Kiah,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Trudey Lissi,Unknown,1.2457476881797709,14.948972258157252,1.0,0.0,Active,No,2760.0,2542.5,56.2,152.0,65.5,0.0,2486.3,2.8976540345449857,Low,2.8976540345449857
737,Kerrin Miquela,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,Unknown,1.2457476881797709,14.948972258157252,1.0,0.0,Active,No,2680.0,2342.0,1558.0,272.0,66.0,116.0,771.0,55.100388167581315,Above Avg,55.100388167581315
738,Hannie Tybi,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Vinni Calypso,Unknown,1.2457476881797709,14.948972258157252,1.0,0.0,Active,Yes,2680.0,2468.0,1908.0,160.0,52.0,0.0,560.0,54.413400510371,Above Avg,54.413400510371
739,Emmie Pavia,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,Unknown,1.2457476881797709,14.948972258157252,1.0,0.0,Active,No,2680.0,2417.0,1911.5,192.0,71.0,0.0,578.0,57.25780949309811,Above Avg,57.25780949309811
740,Hedy Elora,F,Personal,Quad Goals,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Orsa Margeaux,2,1.0759974537464836,12.911969444957803,1.0,28.0,Resigned,No,2280.0,2037.0,1856.0,204.0,39.0,0.0,207.0,83.71097928620053,Efficient,83.71097928620053
741,Beatrix Daffi,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,Yes,2600.0,2218.5,2141.0,344.0,37.5,0.0,277.5,94.75078266427855,Efficient,94.75078266427855
742,Amanda Kara,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,No,2600.0,2472.0,2667.0,120.0,8.0,0.0,232.0,86.99059690639874,Efficient,86.99059690639874
743,Lilly Devora,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Josey Rorie,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,Yes,2560.0,2304.0,2295.0,176.0,80.0,0.0,42.0,99.76756198347107,Efficient,99.76756198347107
744,Eden Carry,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Ardys Katerine,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,Yes,2560.0,2245.75,1996.0,272.0,42.25,64.0,276.0,83.37366102985155,Efficient,83.37366102985155
745,Josey Rorie,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Kippy Marquita,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,No,2560.0,2496.0,920.0,40.0,24.0,1576.0,0.0,45.09803921568628,Below Avg,45.09803921568628
746,Kathlin Charis,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,No,2480.0,2204.0,1885.0,232.0,44.0,0.0,340.0,58.0419276270007,Above Avg,58.0419276270007
747,Larina Eileen,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 6,Client Service Staff,Confirmed Staff,Luciana Erika,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,No,2480.0,1958.0,1060.0,506.0,16.0,0.0,958.0,37.5568227667644,Below Avg,37.5568227667644
748,Carrissa Germaine,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed Staff,Hedi Elna,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,Yes,2480.0,2099.0,1199.0,296.0,85.0,0.0,1132.0,52.742649033827874,Above Avg,52.742649033827874
749,Charmion Suzy,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Lee Alfie,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,No,2480.0,2171.0,1776.0,232.0,77.0,0.0,540.0,77.2540793774731,Efficient,77.2540793774731
750,Rhianon Janey,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Tommy Muire,Unknown,1.1608725709631273,13.930470851557528,1.0,0.0,Active,Yes,2440.0,2184.0,1890.0,190.0,66.0,0.0,379.0,55.97899358029018,Above Avg,55.97899358029018
751,Gabrila Odele,M,Career Growth,Erudite Learning,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Agata Theodosia,2,1.0759974537464836,12.911969444957803,1.0,29.0,Resigned,No,2248.0,2123.0,1580.0,72.0,53.0,201.0,723.0,54.097337770382694,Above Avg,54.097337770382694
752,Lyndsie Ciel,F,Personal,Cipher Publishing,Unknown,PC - 6,Location 3,Client Service Staff,Serving Notice Period,Lee Alfie,2,0.0,0.0,0.0,24.0,Resigned,No,88.0,48.0,0.0,0.0,40.0,0.0,80.0,0.0,Low,96.0
753,Selma Ninnette,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Beverley Laney,Unknown,1.084211174767449,13.010534097209387,1.0,0.0,Active,No,2400.0,2083.5,1046.0,200.0,116.5,12.0,1057.5,44.610093777783916,Below Avg,44.610093777783916
754,Dru Darleen,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,Unknown,1.084211174767449,13.010534097209387,1.0,0.0,Active,Yes,2360.0,1958.0,1142.0,296.0,106.0,0.0,824.5,57.29465301478954,Above Avg,57.29465301478954
755,Tamma Judye,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Willette Lil,Unknown,1.084211174767449,13.010534097209387,1.0,0.0,Active,No,2360.0,2291.0,2108.0,32.0,37.0,0.0,183.0,73.12443083036675,Above Avg,73.12443083036675
756,Joyann Kellyann,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Mira Fiorenze,Unknown,1.084211174767449,13.010534097209387,1.0,0.0,Active,No,2360.0,2039.0,1309.5,248.0,73.0,0.0,766.5,68.96712608810341,Above Avg,68.96712608810341
757,Orelia Dominique,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Ardys Katerine,Unknown,1.084211174767449,13.010534097209387,1.0,0.0,Active,Yes,2360.0,2085.2,2020.0,248.0,26.8,0.0,65.5,86.8819187648053,Efficient,86.8819187648053
758,Catriona Dolli,M,Career Growth,Sanguine Skincare,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Gert Editha,12,0.7529244269218396,9.035093123062076,1.0,24.0,Resigned,No,1656.0,1400.0,880.0,208.0,48.0,0.0,544.0,37.48812915479582,Below Avg,37.48812915479582
759,Shelba Sheena,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ophelie Jyoti,Unknown,1.084211174767449,13.010534097209387,1.0,0.0,Active,Yes,2320.0,1979.5,1857.5,312.0,28.5,0.0,190.0,90.85336399626163,Efficient,90.85336399626163
